the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,cd,nta2010,nta2020,council,schooldist,policeprct,ct2010,ct2020,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,latitude,longitude,xcoord,ycoord,datasouce,uid
0101000020E6100000D9F99285EB7E52C0F958EA46C54F4440,0101000020110F000088461EF4BC6A5FC1FFBE82B1BEE85241,BKS12G GARAGE,5602,19 AVENUE,5602 19 AVENUE,BROOKLYN,11204,BROOKLYN,3,3328495,3054940089,312,BK88,BK1204,44,20,66,046800,046800,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6232079171,-73.9831251077,988934.47372,166328.280082,dsny_garages,c77bf271e6ecdadaa1f4139a85a57628
0101000020E61000002F7B344C4B8152C089CF371E9E534440,0101000020110F000045307652C56E5FC127CBCCF00CED5241,BKS10G GARAGE,5100,1 AVENUE,5100 1 AVENUE,BROOKLYN,11232,BROOKLYN,3,0,3007250200,307,BK32,BK0702,38,15,72,001800,001803,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6532628792,-74.0202208048,978639.227902,177278.31268,dsny_garages,ceb4d15bdb5ed1c4c6a0c2665ac46a09
0101000020E6100000B1DD7BEE928C52C0F03CC526A5494440,0101000020110F00006FBA4542EE815FC14F373EA6E4E15241,SI01 ANNEX GARAGE,3,MULDOON AVENUE,3 MULDOON AVENUE,STATEN ISLAND,10309,STATEN ISLAND,5,5158125,5059000500,503,SI05,SI0391,51,31,123,022800,022801,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.5753525224,-74.1964679919,929671.384716,148954.089347,dsny_garages,cf8436cb1b0b81a9ec6f82da4865247a
0101000020E61000006CF70780C77F52C044F5D1A1B3554440,0101000020110F00006EEBE39B326C5FC154A5974362EF5241,BKN02G GARAGE,465,HAMILTON AVENUE,465 HAMILTON AVENUE,BROOKLYN,11232,BROOKLYN,3,3023562,3010380001,306,BK37,BK0601,39,15,78,011900,011902,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6695444371,-73.9965515209,985206.633959,183209.511654,dsny_garages,d40d05b8edcce89fb4365e70c1b56bd3
0101000020E6100000A2C397C54C7252C02CF7965B405A4440,0101000020110F0000468721334D555FC12096D6CC7AF45241,AMERICAN RECYCLING MANAGEMENT LLC,172-33,DOUGLAS AVENUE,172-33 DOUGLAS AVENUE,JAMAICA,11433,QUEENS,4,4438775,4102190062,412,QN61,QN1201,27,29,103,044400,044400,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,Christopher Hein,Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,40.7050890437,-73.7859357815,1043601.31376,196231.94893,nysdec_solidwaste,e82925fab3bec6f8876721860e77fe54
0101000020E610000066641FBAA07D52C0C684BE4F55614440,0101000020110F0000071BC1108B685FC185990FC36AFC5241,QUEENSBORO BRIDGE/MAN 81 AND 63SEC,1130,2 AVENUE,1130 2 AVENUE,NEW YORK,10022,MANHATTAN,1,0,1014340001,108,MN31,MN0801,5,02,19,011000,011000,SANITATION SECTION STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.760416,-73.962935,994518.099884,216318.946206,dcp_colp,d9c8c6f0bdfe73abfcefd160b0c51b5a
0101000020E6100000203B0D63507852C0CC11DE553D674440,0101000020110F00007B8B0F64845F5FC10B7A24BC0A035341,METROPOLITAN TRANSFER STATION,287,HALLECK STREET,287 HALLECK STREET,BRONX,10474,BRONX,2,2102044,2027770420,202,BX27,BX0201,17,08,41,009300,009302,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,Waste Connections,Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,40.8065593088,-73.8799064281,1017496.40927,233151.141796,nysdec_solidwaste,ee29d7501d3971581d3c69fec326f1bd
0101000020E61000007DEFD4F2EA7452C07A323115BB714440,0101000020110F00001025F48FBF595FC1467D4F22D20E5341,BX12G GARAGE,1635,EAST 233 STREET,1635 EAST 233 STREET,BRONX,10466,BRONX,2,2090261,2049740028,212,BX03,BX1202,12,11,47,045600,045600,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8885218131,-73.8268401221,1032128.10831,263037.71828,dsny_garages,dc0c377fa0cfe6092ec94be153dc08db
0101000020E6100000D474B96E1C7A52C0ADBAC8E5F75D4440,0101000020110F00007F1C19D391625FC1B5BAB613A5F85241,QW02G GARAGE,52-35,58 STREET,52-35 58 STREET,WOODSIDE,11377,QUEENS,4,4462505,4023610268,402,QN50,QN0203,30,24,108,024300,024300,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.7341277338,-73.9079853833,1009750.82363,206752.508656,dsny_garages,ded89df7c60e67585f4062de9427fbbb
0101000020E6100000069EDA19A67752C0E6F4DF63B0664440,0101000020110F000063B0A024635E5FC15592C0976C025341,L.U.W. ADJ TO HUNTS POINT MKT,690,FOOD CENTER DRIVE,690 FOOD CENTER DRIVE,BRONX,,BRONX,2,0,2027810301,0,,,0,,0,,011702,SOLID WASTE TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.802258,-73.869513,1020376.03272,231588.140636,dcp_colp,e1009a0f11b22498e59906d907d5a346
0101000020E6100000B3A887BA0F7C52C035EF641D8E664440,0101000020110F0000B567E6EDE1655FC183F0152346025341,HARLEM COURTHOUSE,170-174,EAST 121 STREET,170-174 EAST 121 STREET,NEW YORK,10035,MANHATTAN,1,1054382,1017690045,111,MN34,MN1102,8,04,25,019600,019600,SANITATION SECTION STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.801212,-73.93846,1001287.95496,231186.123903,dcp_colp,e42e72a62734e3d476507fa62468c6b4
